code	City	Company_Name	Main_Activity	Operating_Revenue	Total_Assets	Revenue_Range	No_of_Companies	Shareholder_Name	Shareholder_Country	CEO_Name
EC0990085838001	Guayaquil	Compania De Seguros Condor Sa	Services	18537	45528	14951	2	Mr Luis Adolfo Noboa Naranjo, Mrs Isabel Maria Noboa Ponton, Mrs Maria Elena Noboa Ponton, Nitrang S.A. Nitrangsa	EC	N/A
EC1890138507001	Ambato	Incubadora Andina Incubandina S.A.	Services	18453	18661	14951	2	Mr Enrique Corrales Bastidas Edgar, Mr Hernan Bolivar Corrales Bastidas, Mr Hugo Marcelo Villarroel Bastidas, Mr Javier Corrales Bastidas Segundo, Mr Jose Olmedo Proano Moreno, Mr Llerena Martinez Marcelo Carlo Magno, Mr Rosendo Corrales Bastidas Cristobal, Mrs Gloria Angelica Corrales Bastidas, Mrs Maria Avelina Bastidas Herrera, Mrs Rosario Corrales Bastidas	EC	Mr Edgar Enrique Corrales Bastidas
EC0992701374001	Guayaquil	Banco D-Miro Sa	Services	18240	115025	14951	3	Alliance Microfinance As, Misjonsalliansen	NO	N/A
ECFEI1021167	Guayaquil	Compania Reaseguradora Del Ecuador Sa	Services	17774	22790	14951	0	Hannover RÌ£ÒÌ£_Ì£ÒÌ¢åCk Se	DE	N/A
EC1790099938001	Quito	Motransa C.A.	Wholesale	17694	12036	14951	2	Apple Holdings Ltd, Asesora Panamericana S.A. Aspanam	EC	Mr Enrique Alfonso Morales Velez
EC0990381011001	Guayaquil	Plastigomez S.A.	Wholesale	17620	10940	14951	0	Mr Carlos Xavier Gomez Valdivieso, Mrs Cecilia Elizabeth Castillo Navas De Gomez	EC	Ms Clara Jacqueline Alburqueque Barragan
EC0990209898001	Guayaquil	Exofrut S.A.	Manufacturing	17240	20917	14951	2	Hakkavi Sa, Zapatier Gina Maria	SC,EC	Ms Cecilia Maria Jimenez Mosquera
EC53501	Latacunga	Cooperativa De Ahorro Y Credito De La Pequena Empresa De Cotopaxi Ltda	Manufacturing	17105	182785	14951	0			Mr Mario Arguello Armendariz
EC0990000018001	Guayaquil	Quimipac S. A.	Manufacturing	16986	15999	14951	3	Mr Hugh Richard Mac Dougall Thomas, Mr Neil Roderick Macdougall Thomas, Mrs Ann Thomas Griffiths	EC	Mr Thomas Neil Roderick Macdougall
EC0992247932001	Guayaquil	Inarpi S.A.	Services	16968	0	14951	178	Inversiones San Marco S.A., Inversiones San Marcos Limitada, Saam S A	CL	N/A
EC17464	Quito	Cacpeco Cooperativa De Ahorro Y Credito	Services	16213	175972	14951	0			N/A
EC0992201029001	Guayaquil	Naportec S.A.	Services	16173	0	14951	2	Compania Naviera Agmaresa Sa, Transtrading Oversead Ltd	EC,BS	N/A
EC1790038092001	Quito	Atu Articulos De Acero S.A.	Manufacturing	16140	15504	14951	0	Mr Eugenio Anker Rothschild Esteban, Mr Ricardo Anker Cardenas Andres, Mr Roberto Felipe Anker Cardenas, Mrs Ana Elvira Engel Monath, Mrs Gabriela Silvia Anker Cardenas	EC	Mr Esteban Eugenio Anker Rothschild
EC0990035113001	Guayaquil	La Union, Compania Nacional De Seguros Sa	Services	16134	28039	14951	0	Mr Alejandro Luis Goldbaum Allen, Mr Federico Luis Goldbaum Smith, Mrs Andrea Goldbaum Smith, Mrs Gabriela Goldbaum Smith	EC	N/A
EC53515	Quito	Cooperativa De Ahorro Y Credito Alianza Del Valle Ltda	Services	16093	173293	14951	0			Directors / managers / contacts are available, yet none related to the selected filter
EC0992233222001	Sanborondon	Agritop S.A.	Manufacturing	15738	13212	14951	2	Inmobiliaria Inmosirena S.A,   Tb Holding S.A. Tbholding	EC	Mr Martinez Francisco Xavier Gallo
EC1791860829001	Santo Domingo	Empresa Proveedora De Motores Empromotor Cia. Ltda.	Retail; Services	15474	6341	14951	0	DueÌ£ÒÌ£_Ì£ÒÌ£‰ÛÏAs CedeÌ£ÒÌ£_Ì£ÒÌ£‰ÛÏO Jose Elenio, Mr Diego Fernando Duenas Gutierrez, Mr Jose Eduardo Duenas Gutierrez, Mrs Gisella Sofia Duenas Gutierrez, Mrs Virginia Duenas Gutierrez Thally, Mrs Virginia Guadalupe Gutierrez Ortiz	EC	Mr Diego Fernando Duenas Gutierrez
EC20736	Ambato	Cooperativa De Ahorro Y Credito Mushuc Runa	Retail; Services	15438	157782	14951	0			N/A
EC1790381595001	Guayaquil, Guayas	Alimentos Ecuatorianos - Alimec, S.A.	Manufacturing	15329	7754	14951	2	Administracion Y Negocios Realbusiness S.A., Clasahold S.A., Clasecuador Sa, Fondo Colectivo De Inversion Fondo Pais Ecuador	EC	Mr Diego Xavier Quinones Pena
EC0990779295001	Guayaquil	Creacional Sa	Manufacturing	15178	0	14951	2	Mr Vinicio Alvarado Espinel Roldan, Mrs Daisy Tula Espinel Alvarez	EC	N/A
EC0991448551001	Guayaquil	Jaroma S.A.	Manufacturing	14909	12865	5118	2	Frulacsa S.A., Mr Denis Ivan Ramirez Moreira, Mr Pedro Washington Parrales Reyes, Mr Victor David Rodriguez Parrales, Mrs Maria Del Rosario Ortega Gonzalez	EC	Mr Ernesto Enrique Castaneda Villegas
EC17370	Sector La Floresta Quito	Banco Desarrollo	Manufacturing	14545	160033	5118	0	Cassa Padana Banca Di Credito Cooperativo Societa Cooperativa, Cassa Rurale Di Bolzano, Cooperativa De Ahorro Y Credito Fernando Daquilema, Fondazione Internazionale Tertio Milenio - Onlus, Fondo Ecuatoriano Populorum Progressio, Fundacion Central Ecuatoriana Servicios Agricolas, Il Canale - Societa' Cooperativa Di Solidarieta' Per Lo Sviluppo	IT,EC	N/A
EC0990734011001	Samborondon	Canodros C.L.	Manufacturing	14529	0	5118	2	Sg Expeditions Sagl, Silversea Cruises (Uk) Limited	CH,GB	N/A
EC0992429364001	Guayaquil	Grifine S.A.	Wholesale	14439	18796	5118	2	Hoi Kao Hang Ku, Hoi-Peng Hang Ku	PT	Ms Tannia Abad
EC1090083631001	Quito	Interoceanica, Ca De Seguros Y Reaseguros	Services	14434	21295	5118	2	Mr Francisco Javier Rivadeneira Serrano, Mrs Lourdes Victoria Lopez Zambrano De, Universal Compania De Reaseguros Sa	EC	N/A
EC1792267854001	Guayaquil	Navilusal Cia. Ltda.	Services	13968	0	5118	27	Lex Galapagos Partners I Llc, Lex Galapagos Partners Ii Llc	US	N/A
EC0990281866001	Guayaquil	Tuval S.A.	Services	13918	8533	5118	3	Industrias Cosenco S.A., Mr Luigi Sensi-Contugi Navone	EC	Mr Navone Luigi Sensi Contugi
EC53517	Quito	Cooperativa De Ahorro Y Credito 23 De Julio Ltda	Services	13834	117974	5118	0			Mr Victor Vega Perez
EC53518	Quito	Cooperativa De Ahorro Y Credito Andalucia Ltda	Services	13783	156266	5118	0			N/A
EC1792055709001	Quito	Maxdrive S.A.	Wholesale	13720	23245	5118	2	Mr Juan Carlos Galarza Davila, Mrs Ana Cristina Palacios Galarza	EC	Mr Romoleroux Nicolas
EC0991131027001	Guayaquil	Labiza S.A.	Wholesale	13654	9317	5118	0	Mr Hugo Ruben Poveda Camacho, Mr Victor Hugo Poveda Soria, Mr Victor Xavier Poveda Camacho, Mrs Cecilia Poveda Camacho Grace, Mrs Gina Patricia Poveda Camacho, Mrs Maria Elena Poveda Camacho	EC	Mr Victor Xavier Poveda Camacho
EC0992835745001	Guayaquil	Consorcio Ekron-Helport	Wholesale	13521	0	5118	0			N/A
EC1791714601001	Quito	Caterpremier S.A.	Services	13435	8726	5118	4	Mr William Wallace Phillips Cooper, Urazul S.A.	UY,EC	Mr Humberto Edmundo Guarderas Cordova
EC0990013438001	Guayaquil	Anglo Ecuatoriana De Guayaquil C.A.	Wholesale	13399	10909	5118	2	Inmobiliaria Polisan S.A., Mr Sanchez Arosemena Angel Polibio	EC	Mr Carlos Polivio Sanchez Aguilar
EC0190316815001	Cuenca	Vaz Seguros Sa	Services	13033	19801	5118	14	Alcazarhold S. A., Coronel Sarmiento Vicente Deifilio, Ferle S. A., Holding In Ferle Holferle S.A., Vapcorporacion Cia. Ltda., Vazpro S. A.	EC	N/A
EC53519	Atuntaqui	Cooperativa De Ahorro Y Credito Atuntaqui	Services	13002	131130	5118	0			Mr Galo Rene Zamora Andrade
EC1790462676001	Quito	Repartos Alimenticios Reparti S.A.	Wholesale	12845	0	5118	0			N/A
EC0992231467001	Guayaquil	Cia Importadora Regalado S.A.	Wholesale	12841	7158	5118	0	Mr Luis Horacio Regalado Briones, Mrs Agustina Celeste Landazuri Sampedro	EC	Ms Agustina Celeste Landazuri Sampedro
EC1790864316001	Quito	Banco General Ruminahui Sa	Services	12830	140510	5118	2	Astilleros Navales Del Ecuador- Astinave, DirecciÌ£ÒÌ£_Ì£ÒÌ£‰Û¢N De AviaciÌ£ÒÌ£_Ì£ÒÌ£‰Û¢N Civil Dac, Fideicomiso Acciones Banco RumiÌ£ÒÌ£_Ì£ÒÌ£‰ÛÏAhui, Instituto De Seguridad Social De Las Fuerzas Armadas	EC	Mr Hector Camacho
EC0990886326001	Guayaquil	Domale S.A	Services	12713	0	5118	0			N/A
EC0791725828001	Samborondon	Frutiboni S.A.	Services	12660	0	5118	2	Mr Julian Diaz Diaz, Teapott S.A.	CO,EC	N/A
EC1391738986001	Samborondon	Energy & Palma Energy Palma S.A.	Services	12639	108624	5118	2	Banco Del Instituto Ecuatoriano De Seguridad Social, Berona Energetica S.L., Instituto De Seguridad Social De La PolicÌ£ÒÌ£_Ì£å´ÌâåA Nacional Isspol, Retos Energeticos Sl	ES,EC	Mr Carlos Esteban Gonzalez Artigas Diaz
EC1790004147001	Quito	Firmesa Industrial Cia. Ltda.	Services	12558	11473	5118	2	Mr Henry Victor Horvath Carrera Andrade, Mr Patricio Alexander Aguiar Falconi, Mr Ronny Ernesto Horvath Abrahamson	EC	Mr Henry Victor Horvath Carrera Andrade
EC0992734051001	Guayaquil	Logistica Bananera S.A. Logban	Services	12557	0	5118	0	Actividades Agricolas S.A.(Agrisa)	EC	N/A
EC1790883795001	Quito	Pf Group S.A.	Manufacturing	12437	20742	5118	2	Mr Abraham Friedman Pasternak, Mr Daniel Friedman Offerman Patricio, Mr Gabriele Antonie Offermann Koch, Mr Hector Fernando Chaves Cevallos, Mr Marco Morejon Hernandez, Mr Mauricio Friedman Offermann, Mr Renan Ortiz Anda Galo, Mrs Ingrid Ortega Blanco, Valecillos Asuaje Yoceli Yamilca	DE,CU,EC,VE	Mr Abraham Friedman Pasternak
EC1790993094001	Quito	Mundo Deportivo Emede S.A.	Manufacturing	12405	0	5118	0			N/A
EC1791430395001	Quito	Compania De Seguros De Vida Colvida Sa	Services	12357	11711	5118	56	Grupo Bolivar S.A, Multinversiones Bolivar S A S, Riesgo E Inversiones Bolivar S A S, Seguros Comerciales Bolivar Sa	CO	N/A
EC0190392287001	Cuenca	Proveedora Nacional De Equipamiento Pronae S.A.	Services	12301	0	5118	0	Mr Carlos David Morejon Manchado, Mr Romulo Augusto Andrade Pozo	EC	N/A
EC1791288777001	Quito	Danielcom Equipment Supply S.A	Services	12297	14344	5118	2	Almara Corp. S.A., Espinoza Romero Ipatia Nardelia	EC	Mr Alonso Arturo Espinoza Romero
EC1792111382001	Quito	Asesores Integrales Mingacorp S.A.	Services	12239	0	5118	2	Illimani S.A., Mr Arturo Ribadeneira Troya Manuel	EC	N/A
EC1792043034001	Quito	Fertilizantes Y Agroquimicos Europeos Eurofert S.A.	Services	12137	11560	5118	2	Mr Edwin Guillermo Castro Palacios, Mr Guillermo Avalos Quevedo Angel	EC	Mr Angel Guillermo Avalos Quevedo
EC1791863526001	Quito	Transnexa S.A. Ema.	Services	12137	0	5118	1217	Interconexion Electrica S.A. E.S.P., Internexa Peru Sa, Internexa S A	CO,PE	N/A
EC0992125985001	Guayaquil	Aditivos Y Alimentos S.A. Adilisa	Manufacturing	11991	9478	5118	0	Mr Antonio Jose Susa Sotomayor, Mr Joan Manuel Susa Gomez, Mr Jorge Luis Susa Gomez, Mr Jorge Luis Susa Talenti	EC	Ms Joan Manuel Susa Gomez
EC1890135001001	Ambato	Textiles Industriales Ambatenos S.A. Teimsa	Manufacturing; Wholesale	11970	15623	5118	0	Esteban MiÌ£ÒÌ£_Ì£ÒÌ£‰ÛÏO Cuesta, Mr Enrique Mino Cuesta, Mr Jose Mino Cuesta, Mrs Carmen Callejas Vascones, Vulcatech S.A.	EC	Mr Gonzalo Callejas Herdoiza
EC0992473274001	Guayaquil	Cristaltech S.A.	Manufacturing	11878	0	5118	2	Mr Johnny Miguel Gomez Salazar, Tripopet Llc	US,EC	N/A
EC1790659720001	Cumbaya	Cobiscorp Ecuador S.A.	Services	11855	0	5118	2	Avila Rivas Darioandres, Cobis Trust, Moss Howardrichard	US,EC	N/A
EC20734	Loja	Coopmego	Services	11805	236493	5118	0			N/A
EC2190000349001	Nueva Loja	Disor Distribuidores Del Oriente Cia. Ltda.	Retail	11796	0	5118	5	Mr Adolfo Humberto Cruz Bernal, Mr Edgar Patricio Pinos Novillo, Mr Jorge Edmundo Pinos Cordero, Mr Ricardo Ospina Rodriguez	CO,EC	N/A
EC1791774582001	Quito	Supermercado De Computadoras Compubussines Cia. Ltda.	Wholesale	11680	4532	5118	0	Jimenez Palmay Betty Germania, Mr Jaime Patricio Jimenez Palmay, Mrs Emma Yolanda Palmay Abata, Mrs Julia Elizabeth Jimenez Palmay, Mrs Marianela Del Pilar Jimenez Palmay	EC	Mr Jaime Patricio Jimenez Palmay
EC0992540591001	Guayaquil	Grupo Imar S.A. Grupimarsa	Wholesale	11640	5555	5118	2	Eskenazi Mekler Jack Olter, Mr Carlos Diego Fernando Jacome Merino, Mr Jorge Mario Plata Diaz, Mr Victor Alejandro Eskenazi Isjaqui, Mrs Lia Marianella Mantilla Quito, Mrs Maria Del Carmen Moreano Barragan	AR,EC	Mr Jack Olter Eskenazi Mekler
EC1790221806001	Quito	Banco Amazonas Sa	Services	11530	142276	5118	0	Amainver Amazoin Amazonegos, Baloru Sa, Detopacio S.A., Eni Ecuador S.A., Financiamiento Y Construcciones Cia Ltda, Hierro Digard Luis Bolivar, Ingenieria Y Comercio S.A. Inco, Inversiones Dogo Dogosa Sa, Jaramillo Portilla Wilson, Jersey Private Bank, Lakeking Holding Inc., Monteros De La Guerra Anibal Neptali, Moreno Huras Fausto Rodrigo, Mr Abelardo Sanchez Dominguez Angel, Mr Alberto Federico Maspons Guzman, Mr Alfredo Anibal Abedrabbo Abedrabbo, Mr Alfredo Aspiazu Seminario Fernando, Mr Alfredo Daniel Mucarsel Vasconez, Mr Alfredo Manuel Real Echanique, Mr Antonio Xavier Bejarano Trujillo, Mr Arturo Oswaldo Sandoval Montesdeoca, Mr Augusto Palacios, Mr Bertha America Freire Egas, Mr Camilo Jervis Camacho, Mr Carlos Alfredo Anchaluisa Quisaguano, Mr Carlos Emilio Gangotena Moran, Mr Carlos Enrique Lopez Ramirez, Mr Carlos Ernesto Viteri Salazar, Mr Carlos Hernan Mosquera Pesantes, Mr Carlos Jose Heladio Vergara Jaramillo, Mr Carlos Leonardo Francisco De La Torre Reyes, Mr Cesar Augusto Robayo Zapata, Mr Cesar Eduardo Valdiviezo Chiriboga, Mr Cesar Vicente Calderon Moya, Mr Diego Fernando Lavalle Nunez, Mr Edgar Narvaez Pazmino, Mr Eduardo Coronel Robles Xavier, Mr Eduardo Falconi Puig Miguel Angel, Mr Eduardo Santos Campozano, Mr Enrique Alejandro Arosemena Baquerizo, Mr Enrique Cadena Suasnavas Manuel, Mr Enrique Jose Jacinto Garaicoa Romoleroux, Mr Enrique Kay Gallegos Arends, Mr Enrique Moreno Huras Telmo, Mr Ernesto Antonio Salgado Burbano, Mr Ernesto Jarrin Chiriboga Santiago, Mr Eusebio Roldos Aguilera Leon, Mr Federico Jose Chiriboga Vasconez, Mr Fidel Humberto Egas Grijalva, Mr Filemon Chiriboga Toledo Gabriel, Mr Flor Nestor Luis Oliverio Vasconez, Mr Francisco Alejandro Sanchez Orellana, Mr Francisco Bolivar Paredes Benitez, Mr Francisco Jose David Paredes Muirragui, Mr Francisco Parra Gil, Mr Francisco Tomas Arroba Munoz, Mr Genaro Ortiz Duran Rene, Mr Gerardo Vinicio Salvador Molina, Mr Godofredo Ribadeneira Ocana Gualberto, Mr Gonzalo Eduardo Sanchez Gonzalez, Mr Gonzalo Ivan Flores Rubio, Mr Guadalupe Del Carmen Fernandez Silva Rosa, Mr Guido Fernando Sosa Villacres, Mr Guillermo Gabriel Dahik Muga, Mr Gustavo Adolfo Ernesto Montalvo Chavez, Mr Gustavo Francisco Arellano Mora, Mr Gustavo Jhonny Zapata Ontaneda, Mr Hector Enrique Montenegro Luna, Mr Hernan Ariza Bustos Nelo, Mr Hernan Patricio Ariza Lopez, Mr Humberto Alfonso Solorzano Lopez, Mr Ignacio Torres Pena Rodrigo, Mr Jaime Alfonso Cordero Araujo, Mr Jaime Alonso Ponce Ponce, Mr Jaime Lino Ariza Bustos, Mr Jorge Fernando Navarrete Bueno, Mr Jorge Francisco Bueno Davila, Mr Jorge Humberto Pazmino Ponse, Mr Jorge Ivan Cueva Aguirre, Mr Jorge Luis Roman Troya, Mr Jorge Oswaldo Navarrete Vasconez, Mr Jose Aquilino Vasconez Rivera, Mr Jose Felix Abdon Enrique Guerrero Ponce, Mr Jose Maria Andrango Berrones Segundo, Mr Jose Miguel Zapata Lema, Mr Juan Bernardo Acosta Andrade, Mr Juan Carlos Suarez, Mr Juan Diego Mosquera Pesantes, Mr Juan Fernando Holguin Samaniego, Mr Juan Jose Hierro Digard, Mr Juan Jose Pons Arizaga, Mr Juan Rodrigo Malo Gonzalez, Mr Julio Eduardo Corral Borrero, Mr Julio Gustavo Riascos Estrada, Mr Kurt Alfredo Freund Ruf, Mr Luis Agustin Plutarco Mora Bowen, Mr Luis Augusto Vergara Jaramillo, Mr Luis Bolivar Rafael Hierro Rosales, Mr Luis Eduardo Moreno Cordero, Mr Luis Gonzalo Ocana Gavilanes, Mr Luis Oswaldo Jacome Zapata, Mr Luis Ramon Castro Jijon, Mr Marco Alfredo Salas Yepez, Mr Marco Vinicio Robayo Zapata, Mr Mario Raul Efrain Mejia Cadena, Mr Mario Rodrigo Cevallos Jacome, Mr Miguel Angel Vazquez Almeida, Mr Miguel Juan Pio Montufar Barba Freile, Mr Moises Jaramillo Jimenez Wilson, Mr Nelly Del Rocio Landivar Carrion, Mr Nora Bertha Del Pilar Dotti Almeida, Mr Pablo Alfonso Burbano De Lara Huras, Mr Patricio Federico Napoleon Leon Meneses, Mr Pedro Hernan Larenas Vallejo, Mr Pedro Jose Ramon Alvarez Villota, Mr Pedro Marcelo Alvear Icaza, Mr Pedro Pere Cabanas Santiago, Mr Piedad Maria Loor Viteri Rosa, Mr Rafael Alberto Suarez Veintimilla, Mr Rafael Francisco Ernesto Ferna Reyes Uribe, Mr Ramiro Ferri Saona Vicente, Mr Ramon Eduardo Burneo Burneo, Mr Raul Alberto Quevedo Iniguez, Mr Raul Marcelo Ariza Zambrano, Mr Raul Olmedo Loor Gavilanes, Mr Raul Santos De Los Rios Wilson, Mr Segundo Miguel Argudo Argudo, Mr Telmo Fernando Sosa Galarraga, Mr Thelmo Aurelio Hervas Ordonez, Mr Tomas Marcelo Cordero Araujo, Mr Victor Alonso Ibarra Calero, Mr Victor Humberto Alvarez Ruiz, Mr Victor Manuel Mogollon Ortiz, Mr Villavicencio Samaniego Alejandro Rafael Filoteo, Mr Xavier Borja Alvarez Mauricio, Mrs Aida Carmita Navarrete Bueno, Mrs Ana Judith Suarez De La Torre, Mrs Ana Maria Eguiguren Riofrio, Mrs Antonia Burbano Bowen, Mrs Beatriz Zapata Brito Luz, Mrs Blanca Marieta Flor Lopez, Mrs Cecilia Gabriela Hierro Digard, Mrs Dolores Calisto Cabezas, Mrs Elvia Maria Yolanda Caicedo Guerrero, Mrs Fanny Maria Piedad Jaramillo Avila, Mrs Flor Blanca Fabiola Vasconez, Mrs Graciela Beatriz Eguiguren Burneo, Mrs Hilda Laura Santillan Garcia, Mrs Judith Arguello Gonzales Doralisa, Mrs Julia Delfina Cordero Coronel, Mrs Julia Victoria Chavez Alvarado, Mrs Ligia Maria Marcia Galarraga Alcazar, Mrs Lilian Ofelia Navarrete Bueno, Mrs Lucrecia Nieto Cardona, Mrs Marcia Isabel Eguiguren Velez, Mrs Maria Amparo Sotomayor Burbano, Mrs Maria Carmen Pedraza Llumiquinga, Mrs Maria Cecilia Digard Cordova, Mrs Maria Cristina Landazuri Ayala, Mrs Maria Del Carmen Villavicencio Valdivieso, Mrs Maria Del Pilar Moreno Loor, Mrs Maria Dolores Burbano Bowen, Mrs Maria Dolores Villavicencio Valdiviezo, Mrs Maria Hortencia German, Mrs Maria Teresita Cordero Coronel, Mrs Marina Mina Bastidas Mayis, Mrs Martha Alexandra Canar Rosero, Mrs Martha Cecilia Robayo Zapata, Mrs Martha Cecilia Vinueza Morejon, Mrs Nancy Elizabeth Jara Romero, Mrs Nancy Martha Cabezas Obando, Mrs Nancy Martha Cabezas Obando, Mrs Nelly Teresa Granda Nieto, Mrs Norma Cecilia Pinto Vallejo, Mrs Patricia Alexandra Caicedo Valladares, Mrs Patricia Maria Serrano Ledergerber, Mrs Raquel Hilda Yolanda Herrera Hernandez, Mrs Rosa Balbina Cueva Puertas, Mrs Sonia Del Buen Suceso Villavicencio Valdivieso, Mrs Teresa Alvarez Barba, Multigrup International Group, Narvaez Pazmino Fanny Consuelito Del, Pinturas Wesco Sa, Sanchez Gonzalez Ruth Maria De Lourdes, Servicio Integral Para La Industria Alimenticia Sipia S.A., Servigroup De Panama S.A., Srolis Sanchez Winston, Suarez Bucheli Carmen Maria De Las Mercedes, Tecniequipos S.A., Tiltur S.A., Vanderbilt Ecuatoriana Cia Ltda, Villarolcorp S.A., Windale International	PA,BH,EC	Mr Rafael Ferreti
EC1791739876001	Quito	Supermercados Magda S.A.	Retail	11459	0	5118	0			N/A
EC0990760799001	Guayaquil	Autoradiador Sociedad Anonima Autorad Sa	Retail	11424	0	5118	0			N/A
EC1790074889001	Quito	Quimica Ariston Ecuador Cia. Ltda.	Retail	11325	7235	5118	2	Mr Christian Roberto Hahn Krol, Mr Roberto Carlos Enrique Hahn Klinge, Mrs Elizabeth Gertie Hahn Krol	AR,BR,EC	Mr Rodolfo Alfredo Gerardo Hahn Klinge
EC0992725869001	Naranjal	Cacao Dream Del Ecuador S.A. Dreamcacao	Manufacturing	11111	0	5118	0			N/A
EC1790792323001	Quito	Letrasigma C.Ltda.	Services	11016	0	5118	2	Mr Jose Alfredo Eguiguren Chiriboga, Mr Jose Luis Fabian Eguiguren Chiriboga, Mr Jose Mateo Eguiguren Orska	EC	N/A
EC0990459444001	Guayaquil	Banco Coopnacional Sa	Services	10986	165120	5118	0			Mr Jorge Jacome Galarza
EC0990442991001	Duran	Crimasa Criadero De Mariscos S.A.	Services	10899	5740	5118	0	Mr Arturo Antonio Aguayo Arguello, Mr Juan Jose Aguayo Arguello, Mrs Teresa Elizabeth Aguayo Arguello	EC	Ms Teresa Elizabeth Arguello Espinoza
EC53510	Ambato	Cooperativa De Ahorro Y Credito El Sagrario Ltda	Services	10843	129067	5118	0			Mr Victor Pomboza
EC1792067707001	Quito	Telefonica International Wholesale Services Ecuador S.A.	Services	10824	0	5118	253	Telefonica International Wholesale Services America, S.A., Telefonica International Wholesale Services Peru Sac	UY,PE	N/A
ECFEI1021165	Quito	Coopseguros Del Ecuador Sa Compania De Seguros Y Reaseguros	Services	10748	9339	5118	0			N/A
EC20759	Machala	Cooperativa De Ahorro Y Credito Santa Rosa	Services	10661	100853	5118	0			N/A
EC0991169024001	Guayaquil	Aretina S.A.	Services	10579	0	5118	89	Agencias Universales S.A.	CL	N/A
EC1792164583001	Quito	Hidalgo & Baquero Construcciones Cia. Ltda.	Services	10405	0	5118	0	Mr Carlos Arturo Hidalgo Orozco, Mr Cesar Ramiro Flores Moscoso, Mr Ramiro Baquero Latorre Galo	EC	N/A
EC0992530251001	Guayaquil	Corporacion Delico Cia. Ltda.	Services	10292	5220	5118	0	Mr Carlos Luis Talbot Arteaga, Mr Fabricio Molestina Bruzzone Omar, Pronipote S.A., Reinoso Cuyo Yolanda Indelira	EC	Mr Carlos Luis Talbot Arteaga
EC20740	Tulcan	Cooperativa De Ahorro Y Credito Pablo Munoz Vega	Services	10215	103048	5118	0			N/A
EC0991304436001	Guayaquil	Camposantos Del Ecuador S.A.	Services	10061	58300	5118	2	Osiris Partners Inc.	PA	Mr Pino Jorge Antonio Guerrero
EC54295	Quito	Cooperativa De Ahorro Y Credito Desarrollo De Los Pueblos Codesarrollo	Services	10026	107103	5118	0			N/A
EC1792376882001	Quito	Dinusa S.A.	Services	9984	0	5118	0	Calanchini S.A.	EC	N/A
EC0590011886001	Latacunga	Segundo Eloy Corrales E Hijos Secohi Cia. Ltda.	Services	9969	16206	5118	0	Mr Enrique Corrales Bastidas Edgar, Mr Hernan Bolivar Corrales Bastidas, Mr Javier Corrales Bastidas Segundo, Mr Rosendo Corrales Bastidas Cristobal, Mrs Bertha Cecilia Corrales Bastidas, Mrs Gloria Angelica Corrales Bastidas, Mrs Maria Avelina Bastidas Herrera, Mrs Rosario Corrales Bastidas	EC	Mr Edgar Enrique Corrales Bastidas
ECFEI1022656	Quito	Compania De Seguros Generales Produseguros Sa	Services	9802	25289	5118	0			N/A
EC0991176713001	Guayaquil	Maruri Publicidad S.A.	Services	9534	4036	5118	3464	Grey Global Group Inc	US	Mr Fausto Andres Maruri Miranda
