code	City	Company_Name	Main_Activity	Operating_Revenue	Total_Assets	Revenue_Range	No_of_Companies	Shareholder_Name	Shareholder_Country	CEO_Name
EC52620	Quito	Banco Del Estado (Ecuador)	Services	82528	1835458	43674	37	Ecuador	EC	Ms Elsa Marcia Maria Lorena Viteri Acaiturri
EC1890000130001	Ambato	Automotores De La Sierra S.A.	Retail; Services	81848	40127	43674	0	Faauto S.A., Mr Francisco Manuel Cabeza De Vaca Palacios, Mr Gonzalo Callejas Chiriboga Sixto, Mr Hernan Ramiro Cabeza De Vaca Andrade Marin, Mr Monica Maria Del Pilar Sevilla Cobo, Mr Ricardo Cabeza De Vaca Bowman, Mr Temistocles Patricio Sevilla Cobo, Mrs Margarita Cabeza De Vaca Palacios, Mrs Maria Aurelia Sevilla De Cobo, Mrs Maria Del Carmen Cabeza De Vaca Palacios, Mrs Maria Jimena Sevilla Cobo, Sevilla Cobo Rodrigo	US,EC	Mr Barona Mauricio Callejas
EC0990865477001	Guayaquil	L'iris S.A.	Manufacturing	81558	54017	43674	2	Global Agrifund Limited, Mr Antonio Jose Saab Adum	EC	Ms Yasmine Elena Saab Adum
EC53968	Guayaquil	Pacificard	Services	81089	249087	43674	37	Banco Del Pacifico	EC	Mr Felix Herrero B.
EC1791273486001	Quito	Equivida Compania De Seguros Y Reaseguros Sa	Services	80841	57215	43674	4	Grupo Futuro Grufusa S.A., Mrs Martha Cristina Tufino Rodriguez	EC	N/A
EC0990000530001	Guayaquil	Pycca S.A.	Wholesale; Retail	79609	54414	43674	0	Letacia S.A., Mr Anton Jorge Elias Joaquin Fayad, Mr Jorge Juan Fayad Saman, Mr Juan Jose Fayad Saman, Mr Luis Esteban Fayad Saman, Tomovich S.A.	EC	Mr Juan Jose Anton Bucaram
EC0990001243001	Guayaquil	Pica Plasticos Industriales C. A.	Manufacturing	79452	76928	43674	2	Fideicomiso Boyaca, Fideicomiso Espartaco, Ilponto S.A., Tridelta S.A.	EC	Mr Juan Jose Anton Bucaram
EC0992336757001	Guayaquil	Terminal Aeroportuaria De Guayaquil S.A	Services	79045	102653	43674	0	Corporacion America Sa, Dellair Services S.A., Ormond Group S.A.	AR,PA,EC	Mr Michel Jaques Deller Klein
EC1790013561001	Quito	Pinturas Condor S.A.	Manufacturing	77845	52145	43674	237	  Sherwin Williams Company (The)	US	Mr Saud Soto Chafic Omar
EC30125LE	Quito	Servicio De Rentas Internas Del Ecuador	Services	77321	66684	43674	37	Ecuador	EC	N/A
EC0992256230001	Guayaquil	Ferremundo S.A.	Retail	76496	51505	43674	3	Mundoferretero S.A., Paddington Associated S.A.	PA,EC	Ms Mariana Yolanda Beltran Galindo
EC30207LE	Guayaquil	Alimentsa Dietas Y Alimentos S.A.	Manufacturing	75755	35573	43674	0			Mr Roberto Enrique Bolona Paez
EC0190123626001	Quito	Aseguradora Del Sur Ca	Services	75392	52162	43674	2	Mr Luis Ramiro Chiriboga Cordovez, Rodrigo Cevallos Guevara, Rodrigo Neptali Cevallos Breilh	EC	N/A
EC1791297385001	Quito	Zaimella Del Ecuador Sa	Manufacturing; Wholesale	75141	50665	43674	2	Mr Carlos Ortiz Gonzales, Mr Gabriel Farraye Henech, Mr Giovanni Carlos Di Mella Vespa, Mr Luigi Scifo Amodio	VE,EC	Mr Giovanni Carlos Di Mella Vespa
EC0991272895001	Guayaquil	Rio Guayas Cia De Seguros Y Reaseguros Sa	Services	74137	41799	43674	0			N/A
EC1760002870001	Luis Cordero	Banco Ecuatoriano De La Vivienda	Services	73502	153333	43674	0	Instituto Ecuatoriano De Seguridad Social Direccion General Quito, Ministerio De Desarrollo Urbano Y Vivienda Miduvi	EC	N/A
EC1790300404001	Montecristi	Extractora Agricola Rio Manso Exa S.A.	Manufacturing	73420	29747	43674	4	Agricola Vivero Sa, Holding La Fabril S.A. Holdingfabril	EC	Mr Carlos Esteban Gonzalez Artigas Diaz
EC0991243844001	Guayaquil	Electronica Siglo Xxi Electrosiglo S. A.	Wholesale	73361	29422	43674	2	Mr Nicolas Enrique Gallardo Crusellas, Mrs Elizabeth Mercedes Yunes Mariduena Letty	EC	Mr Marco Johnny Romero Paredes
EC1390060757001	Quito	Dipac Manta S.A.	Wholesale	69979	36312	43674	0	Acenor Aceros Del Norte Sa, Comercial Del Norte Codenor Internacional Limitadapaullna Andrea Medel Santibanez, Mr Pablo Rene Carrasco Torrontegui	EC,CL	Mr Miguel Angel Molina Zamudio
EC1790140083001	Quito	Corporacion Ecuatoriana De Aluminio Sa Cedal	Manufacturing; Wholesale	68965	69671	43674	3	Corporacion Empresarial S.A. Corpesa, Gomez Calisto Juan Carlos (Hrdos)	EC	Mr Bernardo Gomez Calisto
EC1790012158001	Quito	Empresa Durini Industria De Madera C.A.	Manufacturing	68600	39003	43674	0			Mr Pedro Jose Arteta Cardenas
EC0990562091001	Guayaquil	Industria Ecuatoriana De Cables Incable S.A.	Manufacturing	68152	43448	43674	2	Da Silva Marli,   Nogueira Fernandes Oduvaldo	BR	Mr Santiago Adolfo Arosemena Romero
EC0990021279001	Guayaquil	Cristaleria Del Ecuador S.A. (Cridesa)	Manufacturing	67417	77597	43674	249	   O-I Ecuador Llc	US	Mr Sidney Ricardo Wright Duran Ballen
EC1090077135001	Ibarra	Imbauto S.A.	Retail; Services	66827	36743	43674	2	Autoventas Way W Amador Y Sa, Horra Alvarez Gonzalo Manuel (Hrdos), Mr Ernesto Amador Yepez Wilson	EC	Mr Santiago Felipe Amador Villalba
EC0992444762001	Quito	Petrex S.A.	Retail; Services	66028	0	43674	101	Petrex Sa	PE	N/A
EC1790093808001	Quito	Liberty Seguros Sa	Services	65499	80076	43674	307	Liberty Mutual Insurance Companies, Liberty Uk And Europe Holdings Limited	GB,US	N/A
EC0990041105001	Guayaquil, Guayas	Envases Del Litoral S.A.	Manufacturing	65442	116012	43674	0	Corporacion Derco Sociedad Anonima,  Simsa Holding Corp Sociedad Anonima	CR	Mr Xavier Felix Simon Isaias
EC1792056055001	Quito	Mundo Deportivo Medeport S.A.	Wholesale	65212	23530	43674	5	Mr Xavier Ribadeneira Parducci Rodrigo, Overtaim S.A.	EC	Ms Jennifer Joyce Mead Pearce
EC0990093377001	Guayaquil	Seguros Rocafuerte Sa	Services	65099	76922	43674	37	Corporacion Financiera Nacional Cfn	EC	N/A
EC1790412113001	Quito	Conjunto Clinico Nacional Conclina C.A.	Services	64725	87897	43674	3			Mr Jose Rafael Arcos Rendon
EC0992231092001	Milagro	Devies Corp S.A.	Retail	63960	13207	43674	0	Mr Carlos Alberto Delgado Villacis, Mr Cesar Antonio Delgado Villacis	EC	Mr Carlos Alberto Delgado Villacis
EC0990000689001	Guayaquil	Pinturas Unidas S.A.	Manufacturing	62199	47433	43674	0	Arpim Cia.Ltda., Inversiones EspaÌ£ÒÌ£_Ì£ÒÌ£‰ÛÏOlas De Recubrimientos Sl	ES,EC	Ms Gioconda De Bordes
EC1891723756001	Ambato	Megaprofer S.A.	Manufacturing	61984	22800	43674	2	Mr Juan David Nunez Hurtado, NuÌ£ÒÌ£_Ì£ÒÌ£‰ÛÏEz Medina Franklin Rodrigo		Mr Franklin Rodrigo Nunes Medina
EC1790084604001	Quito	Confiteca C.A.	Manufacturing	61659	49579	43674	3			Ms Raquel Del Carmen Chiriboga Chaves
EC0992423153001	Guayaquil	Universal Sweet Industries S.A.	Manufacturing	61608	102328	43674	5	Beauport S.A., Mr Vera Sergio Ivan Cruz	EC	Mr Carlos Alfredo Tafur Briones
EC1790075494001	Guayaquil	Asociacion Mutualista De Ahorro Y Credito Para La Vivienda Pichincha	Services	60602	605504	43674	5			Mr Marcelo Lopez Arjona
